Approval,Date,Value,Variable,date
Don't know,22/07/2019,0.17,Male,06/06/2013
Approve,29/07/2019,0.16,Male,07/06/2013
Disapprove,29/07/2019,0.67,Male,08/06/2013
Don't know,29/07/2019,0.18,Male,09/06/2013
Approve,05/08/2019,0.17,Male,10/06/2013
Disapprove,05/08/2019,0.63,Male,11/06/2013
Don't know,05/08/2019,0.2,Male,12/06/2013
Approve,11/08/2019,0.23,Male,13/06/2013
Disapprove,11/08/2019,0.63,Male,14/06/2013
Don't know,11/08/2019,0.14,Male,15/06/2013
Approve,19/08/2019,0.19,Male,16/06/2013
Disapprove,19/08/2019,0.63,Male,17/06/2013
Don't know,19/08/2019,0.18,Male,18/06/2013
Approve,26/08/2019,0.21,Male,19/06/2013
Disapprove,26/08/2019,0.63,Male,20/06/2013
Don't know,26/08/2019,0.15,Male,21/06/2013
Approve,02/09/2019,0.25,Male,22/06/2013
Disapprove,02/09/2019,0.59,Male,23/06/2013
Don't know,02/09/2019,0.16,Male,24/06/2013
Approve,09/09/2019,0.21,Male,25/06/2013
Disapprove,09/09/2019,0.64,Male,26/06/2013
Don't know,09/09/2019,0.15,Male,27/06/2013
Approve,16/09/2019,0.24,Male,28/06/2013
Disapprove,16/09/2019,0.63,Male,29/06/2013
Don't know,16/09/2019,0.14,Male,30/06/2013
Approve,23/09/2019,0.21,Male,01/07/2013
Disapprove,23/09/2019,0.64,Male,02/07/2013
Don't know,23/09/2019,0.14,Male,03/07/2013
Approve,30/09/2019,0.22,Male,04/07/2013
Disapprove,30/09/2019,0.61,Male,05/07/2013
Don't know,30/09/2019,0.16,Male,06/07/2013
Approve,06/10/2019,0.24,Male,07/07/2013
Disapprove,06/10/2019,0.61,Male,08/07/2013
Don't know,06/10/2019,0.15,Male,09/07/2013
Approve,14/10/2019,0.23,Male,10/07/2013
Disapprove,14/10/2019,0.56,Male,11/07/2013
Don't know,14/10/2019,0.2,Male,12/07/2013
Approve,21/10/2019,0.26,Male,13/07/2013
Disapprove,21/10/2019,0.57,Male,14/07/2013
Don't know,21/10/2019,0.17,Male,15/07/2013
Approve,28/10/2019,0.26,Male,16/07/2013
Disapprove,28/10/2019,0.56,Male,17/07/2013
Don't know,28/10/2019,0.18,Male,18/07/2013
Approve,04/11/2019,0.25,Male,19/07/2013
Disapprove,04/11/2019,0.63,Male,20/07/2013
Don't know,04/11/2019,0.12,Male,21/07/2013
Approve,11/11/2019,0.29,Male,22/07/2013
Disapprove,11/11/2019,0.57,Male,23/07/2013
Don't know,11/11/2019,0.14,Male,24/07/2013
Approve,18/11/2019,0.25,Male,25/07/2013
Disapprove,18/11/2019,0.61,Male,26/07/2013
Don't know,18/11/2019,0.14,Male,27/07/2013
Approve,25/11/2019,0.27,Male,28/07/2013
Disapprove,25/11/2019,0.59,Male,29/07/2013
Don't know,25/11/2019,0.14,Male,30/07/2013
Approve,01/12/2019,0.25,Male,31/07/2013
Disapprove,01/12/2019,0.61,Male,01/08/2013
Don't know,01/12/2019,0.14,Male,02/08/2013
Approve,16/12/2019,0.32,Male,03/08/2013
Disapprove,16/12/2019,0.53,Male,04/08/2013
Don't know,16/12/2019,0.15,Male,05/08/2013
Approve,23/12/2019,0.41,Male,06/08/2013
Disapprove,23/12/2019,0.45,Male,07/08/2013
Don't know,23/12/2019,0.14,Male,08/08/2013
Approve,30/12/2019,0.36,Male,09/08/2013
Disapprove,30/12/2019,0.43,Male,10/08/2013
Don't know,30/12/2019,0.2,Male,11/08/2013
Approve,06/01/2020,0.33,Male,12/08/2013
Disapprove,06/01/2020,0.46,Male,13/08/2013
Don't know,06/01/2020,0.2,Male,14/08/2013
Approve,13/01/2020,0.38,Male,15/08/2013
Disapprove,13/01/2020,0.42,Male,16/08/2013
Don't know,13/01/2020,0.2,Male,17/08/2013
Approve,20/01/2020,0.36,Male,18/08/2013
Disapprove,20/01/2020,0.44,Male,19/08/2013
Don't know,20/01/2020,0.2,Male,20/08/2013
Approve,27/01/2020,0.36,Male,21/08/2013
Disapprove,27/01/2020,0.43,Male,22/08/2013
Don't know,27/01/2020,0.2,Male,23/08/2013
Approve,03/02/2020,0.4,Male,24/08/2013
Disapprove,03/02/2020,0.42,Male,25/08/2013
Don't know,03/02/2020,0.17,Male,26/08/2013
Approve,09/02/2020,0.41,Male,27/08/2013
Disapprove,09/02/2020,0.42,Male,28/08/2013
Don't know,09/02/2020,0.17,Male,29/08/2013
Approve,17/02/2020,0.42,Male,30/08/2013
Disapprove,17/02/2020,0.35,Male,31/08/2013
Don't know,17/02/2020,0.23,Male,01/09/2013
Approve,24/02/2020,0.38,Male,02/09/2013
Disapprove,24/02/2020,0.41,Male,03/09/2013
Don't know,24/02/2020,0.21,Male,04/09/2013
Approve,02/03/2020,0.4,Male,05/09/2013
Disapprove,02/03/2020,0.41,Male,06/09/2013
Don't know,02/03/2020,0.19,Male,07/09/2013
Approve,09/03/2020,0.42,Male,08/09/2013
Disapprove,09/03/2020,0.38,Male,09/09/2013
Don't know,09/03/2020,0.2,Male,10/09/2013
Approve,16/03/2020,0.42,Male,11/09/2013
Disapprove,16/03/2020,0.36,Male,12/09/2013
Don't know,16/03/2020,0.22,Male,13/09/2013
Approve,23/03/2020,0.52,Male,14/09/2013
Disapprove,23/03/2020,0.31,Male,15/09/2013
Don't know,23/03/2020,0.18,Male,16/09/2013
Approve,30/03/2020,0.52,Male,17/09/2013
Disapprove,30/03/2020,0.31,Male,18/09/2013
Don't know,30/03/2020,0.17,Male,19/09/2013
Approve,06/04/2020,0.53,Male,20/09/2013
Disapprove,06/04/2020,0.31,Male,21/09/2013
Don't know,06/04/2020,0.16,Male,22/09/2013
Approve,13/04/2020,0.52,Male,23/09/2013
Disapprove,13/04/2020,0.32,Male,24/09/2013
Don't know,13/04/2020,0.16,Male,25/09/2013
Approve,20/04/2020,0.48,Male,26/09/2013
Disapprove,20/04/2020,0.35,Male,27/09/2013
Don't know,20/04/2020,0.17,Male,28/09/2013
Approve,27/04/2020,0.49,Male,29/09/2013
Disapprove,27/04/2020,0.39,Male,30/09/2013
Don't know,27/04/2020,0.12,Male,01/10/2013
Approve,03/05/2020,0.51,Male,02/10/2013
Disapprove,03/05/2020,0.34,Male,03/10/2013
Don't know,03/05/2020,0.16,Male,04/10/2013
Approve,10/05/2020,0.44,Male,05/10/2013
Disapprove,10/05/2020,0.42,Male,06/10/2013
Don't know,10/05/2020,0.14,Male,07/10/2013
Approve,18/05/2020,0.43,Male,08/10/2013
Disapprove,18/05/2020,0.44,Male,09/10/2013
Don't know,18/05/2020,0.14,Male,10/10/2013
Approve,25/05/2020,0.36,Male,11/10/2013
Disapprove,25/05/2020,0.47,Male,12/10/2013
Don't know,25/05/2020,0.17,Male,13/10/2013
Approve,02/06/2020,0.39,Male,14/10/2013
Disapprove,02/06/2020,0.44,Male,15/10/2013
Don't know,02/06/2020,0.17,Male,16/10/2013
Approve,08/06/2020,0.36,Male,17/10/2013
Disapprove,08/06/2020,0.48,Male,18/10/2013
Don't know,08/06/2020,0.16,Male,19/10/2013
Approve,15/06/2020,0.35,Male,20/10/2013
Disapprove,15/06/2020,0.5,Male,21/10/2013
Don't know,15/06/2020,0.15,Male,22/10/2013
Approve,22/06/2020,0.31,Male,23/10/2013
Disapprove,22/06/2020,0.53,Male,24/10/2013
Don't know,22/06/2020,0.16,Male,25/10/2013
Approve,29/06/2020,0.39,Male,26/10/2013
Disapprove,29/06/2020,0.47,Male,27/10/2013
Don't know,29/06/2020,0.14,Male,28/10/2013
Approve,06/07/2020,0.37,Male,29/10/2013
Disapprove,06/07/2020,0.48,Male,30/10/2013
Don't know,06/07/2020,0.15,Male,31/10/2013
Approve,13/07/2020,0.38,Male,01/11/2013
Disapprove,13/07/2020,0.45,Male,02/11/2013
Don't know,13/07/2020,0.17,Male,03/11/2013
Approve,20/07/2020,0.35,Male,04/11/2013
Disapprove,20/07/2020,0.43,Male,05/11/2013
Don't know,20/07/2020,0.21,Male,06/11/2013
Approve,27/07/2020,0.39,Male,07/11/2013
Disapprove,27/07/2020,0.47,Male,08/11/2013
Don't know,27/07/2020,0.14,Male,09/11/2013
Approve,03/08/2020,0.34,Male,10/11/2013
Disapprove,03/08/2020,0.51,Male,11/11/2013
Don't know,03/08/2020,0.15,Male,12/11/2013
Approve,10/08/2020,0.32,Male,13/11/2013
Disapprove,10/08/2020,0.48,Male,14/11/2013
Don't know,10/08/2020,0.2,Male,15/11/2013
Approve,17/08/2020,0.31,Male,16/11/2013
Disapprove,17/08/2020,0.51,Male,17/11/2013
Don't know,17/08/2020,0.18,Male,18/11/2013
Approve,24/08/2020,0.33,Male,19/11/2013
Disapprove,24/08/2020,0.5,Male,20/11/2013
Don't know,24/08/2020,0.17,Male,21/11/2013
Approve,31/08/2020,0.31,Male,22/11/2013
Disapprove,31/08/2020,0.51,Male,23/11/2013
Don't know,31/08/2020,0.18,Male,24/11/2013
Approve,07/09/2020,0.31,Male,25/11/2013
Disapprove,07/09/2020,0.54,Male,26/11/2013
Don't know,07/09/2020,0.15,Male,27/11/2013
Approve,14/09/2020,0.34,Male,28/11/2013
Disapprove,14/09/2020,0.5,Male,29/11/2013
Don't know,14/09/2020,0.16,Male,30/11/2013
Approve,21/09/2020,0.3,Male,01/12/2013
Disapprove,21/09/2020,0.56,Male,02/12/2013
Don't know,21/09/2020,0.15,Male,03/12/2013
Approve,28/09/2020,0.29,Male,04/12/2013
Disapprove,28/09/2020,0.52,Male,05/12/2013
Don't know,28/09/2020,0.19,Male,06/12/2013
Approve,05/10/2020,0.32,Male,07/12/2013
Disapprove,05/10/2020,0.55,Male,08/12/2013
Don't know,05/10/2020,0.13,Male,09/12/2013
Approve,12/10/2020,0.32,Male,10/12/2013
Disapprove,12/10/2020,0.54,Male,11/12/2013
Don't know,12/10/2020,0.14,Male,12/12/2013
Approve,18/10/2020,0.27,Male,13/12/2013
Disapprove,18/10/2020,0.57,Male,14/12/2013
Don't know,18/10/2020,0.16,Male,15/12/2013
Approve,26/10/2020,0.28,Male,16/12/2013
Disapprove,26/10/2020,0.59,Male,17/12/2013
Don't know,26/10/2020,0.12,Male,18/12/2013
Approve,02/11/2020,0.28,Male,19/12/2013
Disapprove,02/11/2020,0.6,Male,20/12/2013
Don't know,02/11/2020,0.12,Male,21/12/2013
Approve,09/11/2020,0.29,Male,22/12/2013
Disapprove,09/11/2020,0.57,Male,23/12/2013
Don't know,09/11/2020,0.14,Male,24/12/2013
Approve,15/11/2020,0.32,Male,25/12/2013
Disapprove,15/11/2020,0.49,Male,26/12/2013
Don't know,15/11/2020,0.19,Male,27/12/2013
Approve,23/11/2020,0.29,Male,28/12/2013
Disapprove,23/11/2020,0.54,Male,29/12/2013
Don't know,23/11/2020,0.17,Male,30/12/2013
Approve,30/11/2020,0.31,Male,31/12/2013
Disapprove,30/11/2020,0.54,Male,01/01/2014
Don't know,30/11/2020,0.15,Male,02/01/2014
Approve,07/12/2020,0.29,Male,03/01/2014
Disapprove,07/12/2020,0.56,Male,04/01/2014
Don't know,07/12/2020,0.16,Male,05/01/2014
Approve,14/12/2020,0.29,Male,06/01/2014
Disapprove,14/12/2020,0.54,Male,07/01/2014
Don't know,14/12/2020,0.17,Male,08/01/2014
Approve,20/12/2020,0.3,Male,09/01/2014
Disapprove,20/12/2020,0.56,Male,10/01/2014
Don't know,20/12/2020,0.14,Male,11/01/2014
Approve,28/12/2020,0.31,Male,12/01/2014
Disapprove,28/12/2020,0.52,Male,13/01/2014
Don't know,28/12/2020,0.17,Male,14/01/2014
Approve,04/01/2021,0.34,Male,15/01/2014
Disapprove,04/01/2021,0.53,Male,16/01/2014
Don't know,04/01/2021,0.13,Male,17/01/2014
Approve,11/01/2021,0.32,Male,18/01/2014
Disapprove,11/01/2021,0.53,Male,19/01/2014
Don't know,11/01/2021,0.15,Male,20/01/2014
Approve,18/01/2021,0.31,Male,21/01/2014
Disapprove,18/01/2021,0.56,Male,22/01/2014
Don't know,18/01/2021,0.12,Male,23/01/2014
Approve,25/01/2021,0.32,Male,24/01/2014
Disapprove,25/01/2021,0.56,Male,25/01/2014
Don't know,25/01/2021,0.13,Male,26/01/2014
Approve,01/02/2021,0.34,Male,27/01/2014
Disapprove,01/02/2021,0.54,Male,28/01/2014
Don't know,01/02/2021,0.12,Male,29/01/2014
Approve,08/02/2021,0.36,Male,30/01/2014
Disapprove,08/02/2021,0.52,Male,31/01/2014
Don't know,08/02/2021,0.12,Male,01/02/2014
Approve,15/02/2021,0.33,Male,02/02/2014
Disapprove,15/02/2021,0.52,Male,03/02/2014
Don't know,15/02/2021,0.15,Male,04/02/2014
Approve,22/02/2021,0.38,Male,05/02/2014
Disapprove,22/02/2021,0.51,Male,06/02/2014
Don't know,22/02/2021,0.11,Male,07/02/2014
Approve,01/03/2021,0.38,Male,08/02/2014
Disapprove,01/03/2021,0.46,Male,09/02/2014
Don't know,01/03/2021,0.16,Male,10/02/2014
Approve,08/03/2021,0.37,Male,11/02/2014
Disapprove,08/03/2021,0.46,Male,12/02/2014
Don't know,08/03/2021,0.17,Male,13/02/2014
Approve,15/03/2021,0.4,Male,14/02/2014
Disapprove,15/03/2021,0.45,Male,15/02/2014
Don't know,15/03/2021,0.15,Male,16/02/2014
Approve,22/03/2021,0.39,Male,17/02/2014
Disapprove,22/03/2021,0.46,Male,18/02/2014
Don't know,22/03/2021,0.15,Male,19/02/2014
Approve,29/03/2021,0.37,Male,20/02/2014
Disapprove,29/03/2021,0.5,Male,21/02/2014
Don't know,29/03/2021,0.13,Male,22/02/2014
Approve,05/04/2021,0.39,Male,23/02/2014
Disapprove,05/04/2021,0.46,Male,24/02/2014
Don't know,05/04/2021,0.15,Male,25/02/2014
Approve,12/04/2021,0.4,Male,26/02/2014
Disapprove,12/04/2021,0.43,Male,27/02/2014
Don't know,12/04/2021,0.17,Male,28/02/2014
Approve,19/04/2021,0.39,Male,01/03/2014
Disapprove,19/04/2021,0.49,Male,02/03/2014
Don't know,19/04/2021,0.13,Male,03/03/2014
Approve,26/04/2021,0.38,Male,04/03/2014
Disapprove,26/04/2021,0.46,Male,05/03/2014
Don't know,26/04/2021,0.16,Male,06/03/2014
Approve,03/05/2021,0.43,Male,07/03/2014
Disapprove,03/05/2021,0.44,Male,08/03/2014
Don't know,03/05/2021,0.13,Male,09/03/2014
Approve,10/05/2021,0.4,Male,10/03/2014
Disapprove,10/05/2021,0.44,Male,11/03/2014
Don't know,10/05/2021,0.17,Male,12/03/2014
Approve,17/05/2021,0.42,Male,13/03/2014
Disapprove,17/05/2021,0.43,Male,14/03/2014
Don't know,17/05/2021,0.15,Male,15/03/2014
Approve,24/05/2021,0.38,Male,16/03/2014
Disapprove,24/05/2021,0.49,Male,17/03/2014
Don't know,24/05/2021,0.13,Male,18/03/2014
Approve,31/05/2021,0.41,Male,19/03/2014
Disapprove,31/05/2021,0.48,Male,20/03/2014
Don't know,31/05/2021,0.11,Male,21/03/2014
Approve,07/06/2021,0.38,Male,22/03/2014
Disapprove,07/06/2021,0.48,Male,23/03/2014
Don't know,07/06/2021,0.14,Male,24/03/2014
Approve,14/06/2021,0.38,Male,25/03/2014
Disapprove,14/06/2021,0.49,Male,26/03/2014
Don't know,14/06/2021,0.14,Male,27/03/2014
Approve,21/06/2021,0.32,Male,28/03/2014
Disapprove,21/06/2021,0.52,Male,29/03/2014
Don't know,21/06/2021,0.16,Male,30/03/2014
Approve,28/06/2021,0.36,Male,31/03/2014
Disapprove,28/06/2021,0.48,Male,01/04/2014
Don't know,28/06/2021,0.16,Male,02/04/2014
Approve,05/07/2021,0.33,Male,03/04/2014
Disapprove,05/07/2021,0.51,Male,04/04/2014
Don't know,05/07/2021,0.16,Male,05/04/2014
Approve,12/07/2021,0.33,Male,06/04/2014
Disapprove,12/07/2021,0.5,Male,07/04/2014
Don't know,12/07/2021,0.16,Male,08/04/2014
Approve,19/07/2021,0.34,Male,09/04/2014
Disapprove,19/07/2021,0.5,Male,10/04/2014
Don't know,19/07/2021,0.15,Male,11/04/2014
Approve,26/07/2021,0.33,Male,12/04/2014
Disapprove,26/07/2021,0.53,Male,13/04/2014
Don't know,26/07/2021,0.14,Male,14/04/2014
Approve,02/08/2021,0.34,Male,15/04/2014
Disapprove,02/08/2021,0.5,Male,16/04/2014
Don't know,02/08/2021,0.16,Male,17/04/2014
Approve,09/08/2021,0.33,Male,18/04/2014
Disapprove,09/08/2021,0.49,Male,19/04/2014
Don't know,09/08/2021,0.18,Male,20/04/2014
Approve,16/08/2021,0.31,Male,21/04/2014
Disapprove,16/08/2021,0.48,Male,22/04/2014
Don't know,16/08/2021,0.21,Male,23/04/2014
Approve,23/08/2021,0.3,Male,24/04/2014
Disapprove,23/08/2021,0.53,Male,25/04/2014
Don't know,23/08/2021,0.17,Male,26/04/2014
Approve,29/08/2021,0.29,Male,27/04/2014
Disapprove,29/08/2021,0.53,Male,28/04/2014
Don't know,29/08/2021,0.18,Male,29/04/2014
Approve,06/09/2021,0.31,Male,30/04/2014
Disapprove,06/09/2021,0.51,Male,01/05/2014
Don't know,06/09/2021,0.18,Male,02/05/2014
Approve,12/09/2021,0.27,Male,03/05/2014
Disapprove,12/09/2021,0.57,Male,04/05/2014
Don't know,12/09/2021,0.16,Male,05/05/2014
Approve,19/09/2021,0.33,Male,06/05/2014
Disapprove,19/09/2021,0.52,Male,07/05/2014
Don't know,19/09/2021,0.15,Male,08/05/2014
Approve,26/09/2021,0.29,Male,09/05/2014
Disapprove,26/09/2021,0.58,Male,10/05/2014
Don't know,26/09/2021,0.13,Male,11/05/2014
Approve,04/10/2021,0.25,Male,12/05/2014
Disapprove,04/10/2021,0.58,Male,13/05/2014
Don't know,04/10/2021,0.18,Male,14/05/2014
Approve,11/10/2021,0.29,Male,15/05/2014
Disapprove,11/10/2021,0.54,Male,16/05/2014
Don't know,11/10/2021,0.17,Male,17/05/2014
Approve,18/10/2021,0.3,Male,18/05/2014
Disapprove,18/10/2021,0.57,Male,19/05/2014
Don't know,18/10/2021,0.13,Male,20/05/2014
Approve,25/10/2021,0.27,Male,21/05/2014
Disapprove,25/10/2021,0.58,Male,22/05/2014
Don't know,25/10/2021,0.15,Male,23/05/2014
Approve,01/11/2021,0.29,Male,24/05/2014
Disapprove,01/11/2021,0.56,Male,25/05/2014
Don't know,01/11/2021,0.15,Male,26/05/2014
Approve,07/11/2021,0.27,Male,27/05/2014
Disapprove,07/11/2021,0.58,Male,28/05/2014
Don't know,07/11/2021,0.16,Male,29/05/2014
Approve,15/11/2021,0.26,Male,30/05/2014
Disapprove,15/11/2021,0.55,Male,31/05/2014
Don't know,15/11/2021,0.18,Male,01/06/2014
Approve,22/11/2021,0.25,Male,02/06/2014
Disapprove,22/11/2021,0.57,Male,03/06/2014
Don't know,22/11/2021,0.18,Male,04/06/2014
Approve,29/11/2021,0.27,Male,05/06/2014
Disapprove,29/11/2021,0.57,Male,06/06/2014
Don't know,29/11/2021,0.16,Male,07/06/2014
Approve,05/12/2021,0.31,Male,08/06/2014
Disapprove,05/12/2021,0.53,Male,09/06/2014
Don't know,05/12/2021,0.16,Male,10/06/2014
Approve,13/12/2021,0.22,Male,11/06/2014
Disapprove,13/12/2021,0.65,Male,12/06/2014
Don't know,13/12/2021,0.14,Male,13/06/2014
Approve,20/12/2021,0.25,Male,14/06/2014
Disapprove,20/12/2021,0.61,Male,15/06/2014
Don't know,20/12/2021,0.15,Male,16/06/2014
Approve,27/12/2021,0.27,Male,17/06/2014
Disapprove,27/12/2021,0.58,Male,18/06/2014
Don't know,27/12/2021,0.15,Male,19/06/2014
Approve,02/01/2022,0.26,Male,20/06/2014
Disapprove,02/01/2022,0.58,Male,21/06/2014
Don't know,02/01/2022,0.16,Male,22/06/2014
Approve,10/01/2022,0.26,Male,23/06/2014
Disapprove,10/01/2022,0.59,Male,24/06/2014
Don't know,10/01/2022,0.14,Male,25/06/2014
Approve,17/01/2022,0.22,Male,26/06/2014
Disapprove,17/01/2022,0.62,Male,27/06/2014
Don't know,17/01/2022,0.16,Male,28/06/2014
Approve,24/01/2022,0.27,Male,29/06/2014
Disapprove,24/01/2022,0.6,Male,30/06/2014
Don't know,24/01/2022,0.14,Male,01/07/2014
Approve,31/01/2022,0.25,Male,02/07/2014
Disapprove,31/01/2022,0.6,Male,03/07/2014
Don't know,31/01/2022,0.15,Male,04/07/2014
Approve,06/02/2022,0.21,Male,05/07/2014
Disapprove,06/02/2022,0.65,Male,06/07/2014
Don't know,06/02/2022,0.14,Male,07/07/2014
Approve,13/02/2022,0.25,Male,08/07/2014
Disapprove,13/02/2022,0.62,Male,09/07/2014
Don't know,13/02/2022,0.14,Male,10/07/2014
Approve,21/02/2022,0.25,Male,11/07/2014
Disapprove,21/02/2022,0.61,Male,12/07/2014
Don't know,21/02/2022,0.15,Male,13/07/2014
Approve,28/02/2022,0.29,Male,14/07/2014
Disapprove,28/02/2022,0.54,Male,15/07/2014
Don't know,28/02/2022,0.17,Male,16/07/2014
Approve,07/03/2022,0.27,Male,17/07/2014
Disapprove,07/03/2022,0.56,Male,18/07/2014
Don't know,07/03/2022,0.17,Male,19/07/2014
Approve,14/03/2022,0.25,Male,20/07/2014
Disapprove,14/03/2022,0.57,Male,21/07/2014
Don't know,14/03/2022,0.18,Male,22/07/2014
Approve,20/03/2022,0.26,Male,23/07/2014
Disapprove,20/03/2022,0.58,Male,24/07/2014
Don't know,20/03/2022,0.17,Male,25/07/2014
Approve,28/03/2022,0.29,Male,26/07/2014
Disapprove,28/03/2022,0.54,Male,27/07/2014
Don't know,28/03/2022,0.18,Male,28/07/2014
Approve,04/04/2022,0.24,Male,29/07/2014
Disapprove,04/04/2022,0.6,Male,30/07/2014
Don't know,04/04/2022,0.16,Male,31/07/2014
Approve,11/04/2022,0.26,Male,01/08/2014
Disapprove,11/04/2022,0.59,Male,02/08/2014
Don't know,11/04/2022,0.15,Male,03/08/2014
Approve,18/04/2022,0.24,Male,04/08/2014
Disapprove,18/04/2022,0.62,Male,05/08/2014
Don't know,18/04/2022,0.14,Male,06/08/2014
Approve,24/04/2022,0.27,Male,07/08/2014
Disapprove,24/04/2022,0.59,Male,08/08/2014
Don't know,24/04/2022,0.14,Male,09/08/2014
Approve,02/05/2022,0.23,Male,10/08/2014
Disapprove,02/05/2022,0.63,Male,11/08/2014
Don't know,02/05/2022,0.14,Male,12/08/2014
Approve,08/05/2022,0.24,Male,13/08/2014
Disapprove,08/05/2022,0.63,Male,14/08/2014
Don't know,08/05/2022,0.12,Male,15/08/2014
Approve,16/05/2022,0.24,Male,16/08/2014
Disapprove,16/05/2022,0.63,Male,17/08/2014
Don't know,16/05/2022,0.13,Male,18/08/2014
Approve,22/05/2022,0.25,Male,19/08/2014
Disapprove,22/05/2022,0.6,Male,20/08/2014
Don't know,22/05/2022,0.15,Male,21/08/2014
Approve,29/05/2022,0.25,Male,22/08/2014
Disapprove,29/05/2022,0.61,Male,23/08/2014
Don't know,29/05/2022,0.14,Male,24/08/2014
Approve,06/06/2022,0.23,Male,25/08/2014
Disapprove,06/06/2022,0.61,Male,26/08/2014
Don't know,06/06/2022,0.16,Male,27/08/2014
Approve,13/06/2022,0.25,Male,28/08/2014
Disapprove,13/06/2022,0.61,Male,29/08/2014
Don't know,13/06/2022,0.14,Male,30/08/2014
Approve,19/06/2022,0.22,Male,31/08/2014
Disapprove,19/06/2022,0.6,Male,01/09/2014
Don't know,19/06/2022,0.18,Male,02/09/2014
Approve,27/06/2022,0.25,Male,03/09/2014
Disapprove,27/06/2022,0.59,Male,04/09/2014
Don't know,27/06/2022,0.16,Male,05/09/2014
Approve,03/07/2022,0.21,Male,06/09/2014
Disapprove,03/07/2022,0.65,Male,07/09/2014
Don't know,03/07/2022,0.14,Male,08/09/2014
Approve,11/07/2022,0.24,Male,09/09/2014
Disapprove,11/07/2022,0.62,Male,10/09/2014
Don't know,11/07/2022,0.14,Male,11/09/2014
Approve,17/07/2022,0.23,Male,12/09/2014
Disapprove,17/07/2022,0.63,Male,13/09/2014
Don't know,17/07/2022,0.14,Male,14/09/2014
Approve,25/07/2022,0.23,Male,15/09/2014
Disapprove,25/07/2022,0.62,Male,16/09/2014
Don't know,25/07/2022,0.16,Male,17/09/2014
Approve,31/07/2022,0.23,Male,18/09/2014
Disapprove,31/07/2022,0.63,Male,19/09/2014
Don't know,31/07/2022,0.15,Male,20/09/2014
Approve,08/08/2022,0.21,Male,21/09/2014
Disapprove,08/08/2022,0.63,Male,22/09/2014
Don't know,08/08/2022,0.15,Male,23/09/2014
Approve,15/08/2022,0.2,Male,24/09/2014
Disapprove,15/08/2022,0.66,Male,25/09/2014
Don't know,15/08/2022,0.14,Male,26/09/2014
Approve,22/08/2022,0.18,Male,27/09/2014
Disapprove,22/08/2022,0.68,Male,28/09/2014
Don't know,22/08/2022,0.14,Male,29/09/2014
Approve,29/08/2022,0.19,Male,30/09/2014
Disapprove,29/08/2022,0.67,Male,01/10/2014
Don't know,29/08/2022,0.14,Male,02/10/2014
Approve,05/09/2022,0.2,Male,03/10/2014
Disapprove,05/09/2022,0.65,Male,04/10/2014
Don't know,05/09/2022,0.14,Male,05/10/2014
Approve,12/09/2022,0.23,Male,06/10/2014
Disapprove,12/09/2022,0.62,Male,07/10/2014
Don't know,12/09/2022,0.15,Male,08/10/2014
Approve,25/09/2022,0.19,Male,09/10/2014
Disapprove,25/09/2022,0.65,Male,10/10/2014
Don't know,25/09/2022,0.16,Male,11/10/2014
Approve,02/10/2022,0.14,Male,12/10/2014
Disapprove,02/10/2022,0.72,Male,13/10/2014
Don't know,02/10/2022,0.14,Male,14/10/2014
Approve,09/10/2022,0.15,Male,15/10/2014
Disapprove,09/10/2022,0.72,Male,16/10/2014
Don't know,09/10/2022,0.13,Male,17/10/2014
Approve,17/10/2022,0.1,Male,18/10/2014
Disapprove,17/10/2022,0.77,Male,19/10/2014
Don't know,17/10/2022,0.13,Male,20/10/2014
Approve,23/10/2022,0.08,Male,21/10/2014
Disapprove,23/10/2022,0.81,Male,22/10/2014
Don't know,23/10/2022,0.1,Male,23/10/2014
Approve,31/10/2022,0.15,Male,24/10/2014
Disapprove,31/10/2022,0.71,Male,25/10/2014
Don't know,31/10/2022,0.14,Male,26/10/2014
Approve,07/11/2022,0.14,Male,27/10/2014
Disapprove,07/11/2022,0.71,Male,28/10/2014
Don't know,07/11/2022,0.15,Male,29/10/2014
Approve,14/11/2022,0.13,Male,30/10/2014
Disapprove,14/11/2022,0.69,Male,31/10/2014
Don't know,14/11/2022,0.17,Male,01/11/2014
Approve,21/11/2022,0.15,Male,02/11/2014
Disapprove,21/11/2022,0.73,Male,03/11/2014
Don't know,21/11/2022,0.12,Male,04/11/2014
Approve,28/11/2022,0.16,Male,05/11/2014
Disapprove,28/11/2022,0.69,Male,06/11/2014
Don't know,28/11/2022,0.16,Male,07/11/2014
Approve,05/12/2022,0.12,Male,08/11/2014
Disapprove,05/12/2022,0.7,Male,09/11/2014
Don't know,05/12/2022,0.18,Male,10/11/2014
Approve,12/12/2022,0.17,Male,11/11/2014
Disapprove,12/12/2022,0.66,Male,12/11/2014
Don't know,12/12/2022,0.17,Male,13/11/2014
Approve,19/12/2022,0.15,Male,14/11/2014
Disapprove,19/12/2022,0.71,Male,15/11/2014
Don't know,19/12/2022,0.14,Male,16/11/2014
Approve,26/12/2022,0.19,Male,17/11/2014
Disapprove,26/12/2022,0.65,Male,18/11/2014
Don't know,26/12/2022,0.16,Male,19/11/2014
Approve,01/01/2023,0.15,Male,20/11/2014
Disapprove,01/01/2023,0.69,Male,21/11/2014
Don't know,01/01/2023,0.16,Male,22/11/2014
Approve,09/01/2023,0.15,Male,23/11/2014
Disapprove,09/01/2023,0.69,Male,24/11/2014
