Approval,Date,Value,Variable,date
Disapprove,15/06/2011,0.56,Male,05/04/2011
Don't know,15/06/2011,0.11,Male,06/04/2011
Approve,22/06/2011,0.34,Male,07/04/2011
Disapprove,22/06/2011,0.54,Male,08/04/2011
Don't know,22/06/2011,0.11,Male,09/04/2011
Approve,29/06/2011,0.33,Male,10/04/2011
Disapprove,29/06/2011,0.57,Male,11/04/2011
Don't know,29/06/2011,0.1,Male,12/04/2011
Approve,06/07/2011,0.32,Male,13/04/2011
Disapprove,06/07/2011,0.57,Male,14/04/2011
Don't know,06/07/2011,0.11,Male,15/04/2011
Approve,12/07/2011,0.32,Male,16/04/2011
Disapprove,12/07/2011,0.57,Male,17/04/2011
Don't know,12/07/2011,0.11,Male,18/04/2011
Approve,20/07/2011,0.33,Male,19/04/2011
Disapprove,20/07/2011,0.57,Male,20/04/2011
Don't know,20/07/2011,0.11,Male,21/04/2011
Approve,27/07/2011,0.33,Male,22/04/2011
Disapprove,27/07/2011,0.56,Male,23/04/2011
Don't know,27/07/2011,0.11,Male,24/04/2011
Approve,03/08/2011,0.34,Male,25/04/2011
Disapprove,03/08/2011,0.55,Male,26/04/2011
Don't know,03/08/2011,0.1,Male,27/04/2011
Approve,10/08/2011,0.33,Male,28/04/2011
Disapprove,10/08/2011,0.56,Male,29/04/2011
Don't know,10/08/2011,0.11,Male,30/04/2011
Approve,17/08/2011,0.32,Male,01/05/2011
Disapprove,17/08/2011,0.57,Male,02/05/2011
Don't know,17/08/2011,0.11,Male,03/05/2011
Approve,24/08/2011,0.33,Male,04/05/2011
Disapprove,24/08/2011,0.57,Male,05/05/2011
Don't know,24/08/2011,0.11,Male,06/05/2011
Approve,31/08/2011,0.34,Male,07/05/2011
Disapprove,31/08/2011,0.54,Male,08/05/2011
Don't know,31/08/2011,0.12,Male,09/05/2011
Approve,07/09/2011,0.34,Male,10/05/2011
Disapprove,07/09/2011,0.56,Male,11/05/2011
Don't know,07/09/2011,0.11,Male,12/05/2011
Approve,14/09/2011,0.33,Male,13/05/2011
Disapprove,14/09/2011,0.56,Male,14/05/2011
Don't know,14/09/2011,0.11,Male,15/05/2011
Approve,21/09/2011,0.35,Male,16/05/2011
Disapprove,21/09/2011,0.54,Male,17/05/2011
Don't know,21/09/2011,0.11,Male,18/05/2011
Approve,28/09/2011,0.34,Male,19/05/2011
Disapprove,28/09/2011,0.54,Male,20/05/2011
Don't know,28/09/2011,0.12,Male,21/05/2011
Approve,05/10/2011,0.35,Male,22/05/2011
Disapprove,05/10/2011,0.55,Male,23/05/2011
Don't know,05/10/2011,0.1,Male,24/05/2011
Approve,12/10/2011,0.34,Male,25/05/2011
Disapprove,12/10/2011,0.55,Male,26/05/2011
Don't know,12/10/2011,0.11,Male,27/05/2011
Approve,19/10/2011,0.34,Male,28/05/2011
Disapprove,19/10/2011,0.55,Male,29/05/2011
Don't know,19/10/2011,0.12,Male,30/05/2011
Approve,26/10/2011,0.33,Male,31/05/2011
Disapprove,26/10/2011,0.57,Male,01/06/2011
Don't know,26/10/2011,0.11,Male,02/06/2011
Approve,02/11/2011,0.33,Male,03/06/2011
Disapprove,02/11/2011,0.55,Male,04/06/2011
Don't know,02/11/2011,0.12,Male,05/06/2011
Approve,09/11/2011,0.31,Male,06/06/2011
Disapprove,09/11/2011,0.57,Male,07/06/2011
Don't know,09/11/2011,0.12,Male,08/06/2011
Approve,16/11/2011,0.32,Male,09/06/2011
Disapprove,16/11/2011,0.56,Male,10/06/2011
Don't know,16/11/2011,0.11,Male,11/06/2011
Approve,23/11/2011,0.33,Male,12/06/2011
Disapprove,23/11/2011,0.56,Male,13/06/2011
Don't know,23/11/2011,0.12,Male,14/06/2011
Approve,30/11/2011,0.32,Male,15/06/2011
Disapprove,30/11/2011,0.57,Male,16/06/2011
Don't know,30/11/2011,0.11,Male,17/06/2011
Approve,07/12/2011,0.33,Male,18/06/2011
Disapprove,07/12/2011,0.56,Male,19/06/2011
Don't know,07/12/2011,0.1,Male,20/06/2011
Approve,14/12/2011,0.35,Male,21/06/2011
Disapprove,14/12/2011,0.54,Male,22/06/2011
Don't know,14/12/2011,0.11,Male,23/06/2011
Approve,21/12/2011,0.35,Male,24/06/2011
Disapprove,21/12/2011,0.53,Male,25/06/2011
Don't know,21/12/2011,0.12,Male,26/06/2011
Approve,22/12/2011,0.36,Male,27/06/2011
Disapprove,22/12/2011,0.53,Male,28/06/2011
Don't know,22/12/2011,0.11,Male,29/06/2011
Approve,04/01/2012,0.38,Male,30/06/2011
Disapprove,04/01/2012,0.51,Male,01/07/2011
Don't know,04/01/2012,0.11,Male,02/07/2011
Approve,11/01/2012,0.37,Male,03/07/2011
Disapprove,11/01/2012,0.52,Male,04/07/2011
Don't know,11/01/2012,0.11,Male,05/07/2011
Approve,18/01/2012,0.35,Male,06/07/2011
Disapprove,18/01/2012,0.53,Male,07/07/2011
Don't know,18/01/2012,0.11,Male,08/07/2011
Approve,24/01/2012,0.38,Male,09/07/2011
Disapprove,24/01/2012,0.52,Male,10/07/2011
Don't know,24/01/2012,0.1,Male,11/07/2011
Approve,01/02/2012,0.36,Male,12/07/2011
Disapprove,01/02/2012,0.52,Male,13/07/2011
Don't know,01/02/2012,0.11,Male,14/07/2011
Approve,08/02/2012,0.36,Male,15/07/2011
Disapprove,08/02/2012,0.53,Male,16/07/2011
Don't know,08/02/2012,0.11,Male,17/07/2011
Approve,15/02/2012,0.36,Male,18/07/2011
Disapprove,15/02/2012,0.53,Male,19/07/2011
Don't know,15/02/2012,0.11,Male,20/07/2011
Approve,22/02/2012,0.34,Male,21/07/2011
Disapprove,22/02/2012,0.55,Male,22/07/2011
Don't know,22/02/2012,0.11,Male,23/07/2011
Approve,29/02/2012,0.36,Male,24/07/2011
Disapprove,29/02/2012,0.53,Male,25/07/2011
Don't know,29/02/2012,0.12,Male,26/07/2011
Approve,07/03/2012,0.34,Male,27/07/2011
Disapprove,07/03/2012,0.55,Male,28/07/2011
Don't know,07/03/2012,0.11,Male,29/07/2011
Approve,14/03/2012,0.32,Male,30/07/2011
Disapprove,14/03/2012,0.56,Male,31/07/2011
Don't know,14/03/2012,0.12,Male,01/08/2011
Approve,21/03/2012,0.33,Male,02/08/2011
Disapprove,21/03/2012,0.55,Male,03/08/2011
Don't know,21/03/2012,0.12,Male,04/08/2011
Approve,28/03/2012,0.31,Male,05/08/2011
Disapprove,28/03/2012,0.59,Male,06/08/2011
Don't know,28/03/2012,0.1,Male,07/08/2011
Approve,04/04/2012,0.27,Male,08/08/2011
Disapprove,04/04/2012,0.63,Male,09/08/2011
Don't know,04/04/2012,0.1,Male,10/08/2011
Approve,11/04/2012,0.3,Male,11/08/2011
Disapprove,11/04/2012,0.59,Male,12/08/2011
Don't know,11/04/2012,0.11,Male,13/08/2011
Approve,18/04/2012,0.28,Male,14/08/2011
Disapprove,18/04/2012,0.6,Male,15/08/2011
Don't know,18/04/2012,0.12,Male,16/08/2011
Approve,25/04/2012,0.27,Male,17/08/2011
Disapprove,25/04/2012,0.62,Male,18/08/2011
Don't know,25/04/2012,0.11,Male,19/08/2011
Approve,02/05/2012,0.27,Male,20/08/2011
Disapprove,02/05/2012,0.62,Male,21/08/2011
Don't know,02/05/2012,0.11,Male,22/08/2011
Approve,09/05/2012,0.25,Male,23/08/2011
Disapprove,09/05/2012,0.65,Male,24/08/2011
Don't know,09/05/2012,0.1,Male,25/08/2011
Approve,16/05/2012,0.27,Male,26/08/2011
Disapprove,16/05/2012,0.63,Male,27/08/2011
Don't know,16/05/2012,0.1,Male,28/08/2011
Approve,23/05/2012,0.27,Male,29/08/2011
Disapprove,23/05/2012,0.61,Male,30/08/2011
Don't know,23/05/2012,0.12,Male,31/08/2011
Approve,30/05/2012,0.28,Male,01/09/2011
Disapprove,30/05/2012,0.62,Male,02/09/2011
Don't know,30/05/2012,0.11,Male,03/09/2011
Approve,06/06/2012,0.27,Male,04/09/2011
Disapprove,06/06/2012,0.61,Male,05/09/2011
Don't know,06/06/2012,0.11,Male,06/09/2011
Approve,13/06/2012,0.27,Male,07/09/2011
Disapprove,13/06/2012,0.63,Male,08/09/2011
Don't know,13/06/2012,0.11,Male,09/09/2011
Approve,20/06/2012,0.27,Male,10/09/2011
Disapprove,20/06/2012,0.61,Male,11/09/2011
Don't know,20/06/2012,0.11,Male,12/09/2011
Approve,27/06/2012,0.3,Male,13/09/2011
Disapprove,27/06/2012,0.6,Male,14/09/2011
Don't know,27/06/2012,0.1,Male,15/09/2011
Approve,04/07/2012,0.28,Male,16/09/2011
Disapprove,04/07/2012,0.61,Male,17/09/2011
Don't know,04/07/2012,0.11,Male,18/09/2011
Approve,11/07/2012,0.29,Male,19/09/2011
Disapprove,11/07/2012,0.6,Male,20/09/2011
Don't know,11/07/2012,0.11,Male,21/09/2011
Approve,18/07/2012,0.27,Male,22/09/2011
Disapprove,18/07/2012,0.62,Male,23/09/2011
Don't know,18/07/2012,0.11,Male,24/09/2011
Approve,25/07/2012,0.28,Male,25/09/2011
Disapprove,25/07/2012,0.6,Male,26/09/2011
Don't know,25/07/2012,0.12,Male,27/09/2011
Approve,01/08/2012,0.29,Male,28/09/2011
Disapprove,01/08/2012,0.6,Male,29/09/2011
Don't know,01/08/2012,0.11,Male,30/09/2011
Approve,08/08/2012,0.28,Male,01/10/2011
Disapprove,08/08/2012,0.62,Male,02/10/2011
Don't know,08/08/2012,0.11,Male,03/10/2011
Approve,15/08/2012,0.28,Male,04/10/2011
Disapprove,15/08/2012,0.61,Male,05/10/2011
Don't know,15/08/2012,0.11,Male,06/10/2011
Approve,21/08/2012,0.28,Male,07/10/2011
Disapprove,21/08/2012,0.61,Male,08/10/2011
Don't know,21/08/2012,0.12,Male,09/10/2011
Approve,29/08/2012,0.26,Male,10/10/2011
Disapprove,29/08/2012,0.63,Male,11/10/2011
Don't know,29/08/2012,0.12,Male,12/10/2011
Approve,05/09/2012,0.26,Male,13/10/2011
Disapprove,05/09/2012,0.63,Male,14/10/2011
Don't know,05/09/2012,0.11,Male,15/10/2011
Approve,12/09/2012,0.25,Male,16/10/2011
Disapprove,12/09/2012,0.64,Male,17/10/2011
Don't know,12/09/2012,0.11,Male,18/10/2011
Approve,19/09/2012,0.27,Male,19/10/2011
Disapprove,19/09/2012,0.61,Male,20/10/2011
Don't know,19/09/2012,0.12,Male,21/10/2011
Approve,26/09/2012,0.26,Male,22/10/2011
Disapprove,26/09/2012,0.62,Male,23/10/2011
Don't know,26/09/2012,0.12,Male,24/10/2011
Approve,03/10/2012,0.28,Male,25/10/2011
Disapprove,03/10/2012,0.61,Male,26/10/2011
Don't know,03/10/2012,0.1,Male,27/10/2011
Approve,10/10/2012,0.29,Male,28/10/2011
Disapprove,10/10/2012,0.61,Male,29/10/2011
Don't know,10/10/2012,0.1,Male,30/10/2011
Approve,17/10/2012,0.28,Male,31/10/2011
Disapprove,17/10/2012,0.6,Male,01/11/2011
Don't know,17/10/2012,0.12,Male,02/11/2011
Approve,24/10/2012,0.28,Male,03/11/2011
Disapprove,24/10/2012,0.6,Male,04/11/2011
Don't know,24/10/2012,0.12,Male,05/11/2011
Approve,31/10/2012,0.29,Male,06/11/2011
Disapprove,31/10/2012,0.59,Male,07/11/2011
Don't know,31/10/2012,0.12,Male,08/11/2011
Approve,06/11/2012,0.29,Male,09/11/2011
Disapprove,06/11/2012,0.59,Male,10/11/2011
Don't know,06/11/2012,0.12,Male,11/11/2011
Approve,14/11/2012,0.29,Male,12/11/2011
Disapprove,14/11/2012,0.58,Male,13/11/2011
Don't know,14/11/2012,0.12,Male,14/11/2011
Approve,21/11/2012,0.29,Male,15/11/2011
Disapprove,21/11/2012,0.61,Male,16/11/2011
Don't know,21/11/2012,0.11,Male,17/11/2011
Approve,28/11/2012,0.29,Male,18/11/2011
Disapprove,28/11/2012,0.59,Male,19/11/2011
Don't know,28/11/2012,0.12,Male,20/11/2011
Approve,05/12/2012,0.29,Male,21/11/2011
Disapprove,05/12/2012,0.59,Male,22/11/2011
Don't know,05/12/2012,0.11,Male,23/11/2011
Approve,12/12/2012,0.3,Male,24/11/2011
Disapprove,12/12/2012,0.6,Male,25/11/2011
Don't know,12/12/2012,0.1,Male,26/11/2011
Approve,19/12/2012,0.28,Male,27/11/2011
Disapprove,19/12/2012,0.62,Male,28/11/2011
Don't know,19/12/2012,0.1,Male,29/11/2011
Approve,21/12/2012,0.3,Male,30/11/2011
Disapprove,21/12/2012,0.58,Male,01/12/2011
Don't know,21/12/2012,0.12,Male,02/12/2011
Approve,02/01/2013,0.28,Male,03/12/2011
Disapprove,02/01/2013,0.61,Male,04/12/2011
Don't know,02/01/2013,0.11,Male,05/12/2011
Approve,09/01/2013,0.29,Male,06/12/2011
Disapprove,09/01/2013,0.59,Male,07/12/2011
Don't know,09/01/2013,0.12,Male,08/12/2011
Approve,15/01/2013,0.29,Male,09/12/2011
Disapprove,15/01/2013,0.6,Male,10/12/2011
Don't know,15/01/2013,0.1,Male,11/12/2011
Approve,23/01/2013,0.3,Male,12/12/2011
Disapprove,23/01/2013,0.58,Male,13/12/2011
Don't know,23/01/2013,0.12,Male,14/12/2011
Approve,30/01/2013,0.31,Male,15/12/2011
Disapprove,30/01/2013,0.57,Male,16/12/2011
Don't know,30/01/2013,0.12,Male,17/12/2011
Approve,06/02/2013,0.3,Male,18/12/2011
Disapprove,06/02/2013,0.6,Male,19/12/2011
Don't know,06/02/2013,0.11,Male,20/12/2011
Approve,12/02/2013,0.3,Male,21/12/2011
Disapprove,12/02/2013,0.59,Male,22/12/2011
Don't know,12/02/2013,0.11,Male,23/12/2011
Approve,20/02/2013,0.29,Male,24/12/2011
Disapprove,20/02/2013,0.6,Male,25/12/2011
Don't know,20/02/2013,0.12,Male,26/12/2011
Approve,27/02/2013,0.27,Male,27/12/2011
Disapprove,27/02/2013,0.6,Male,28/12/2011
Don't know,27/02/2013,0.12,Male,29/12/2011
Approve,06/03/2013,0.28,Male,30/12/2011
Disapprove,06/03/2013,0.6,Male,31/12/2011
Don't know,06/03/2013,0.12,Male,01/01/2012
Approve,12/03/2013,0.28,Male,02/01/2012
Disapprove,12/03/2013,0.61,Male,03/01/2012
Don't know,12/03/2013,0.11,Male,04/01/2012
Approve,20/03/2013,0.26,Male,05/01/2012
Disapprove,20/03/2013,0.62,Male,06/01/2012
Don't know,20/03/2013,0.12,Male,07/01/2012
Approve,27/03/2013,0.27,Male,08/01/2012
Disapprove,27/03/2013,0.6,Male,09/01/2012
Don't know,27/03/2013,0.13,Male,10/01/2012
Approve,03/04/2013,0.29,Male,11/01/2012
Disapprove,03/04/2013,0.58,Male,12/01/2012
Don't know,03/04/2013,0.13,Male,13/01/2012
Approve,09/04/2013,0.29,Male,14/01/2012
Disapprove,09/04/2013,0.6,Male,15/01/2012
Don't know,09/04/2013,0.11,Male,16/01/2012
Approve,16/04/2013,0.29,Male,17/01/2012
Disapprove,16/04/2013,0.6,Male,18/01/2012
Don't know,16/04/2013,0.11,Male,19/01/2012
Approve,24/04/2013,0.3,Male,20/01/2012
Disapprove,24/04/2013,0.57,Male,21/01/2012
Don't know,24/04/2013,0.12,Male,22/01/2012
Approve,30/04/2013,0.3,Male,23/01/2012
Disapprove,30/04/2013,0.59,Male,24/01/2012
Don't know,30/04/2013,0.11,Male,25/01/2012
Approve,08/05/2013,0.28,Male,26/01/2012
Disapprove,08/05/2013,0.61,Male,27/01/2012
Don't know,08/05/2013,0.11,Male,28/01/2012
Approve,15/05/2013,0.27,Male,29/01/2012
Disapprove,15/05/2013,0.6,Male,30/01/2012
Don't know,15/05/2013,0.12,Male,31/01/2012
Approve,22/05/2013,0.26,Male,01/02/2012
Disapprove,22/05/2013,0.62,Male,02/02/2012
Don't know,22/05/2013,0.12,Male,03/02/2012
Approve,29/05/2013,0.29,Male,04/02/2012
Disapprove,29/05/2013,0.61,Male,05/02/2012
Don't know,29/05/2013,0.1,Male,06/02/2012
Approve,05/06/2013,0.29,Male,07/02/2012
Disapprove,05/06/2013,0.59,Male,08/02/2012
Don't know,05/06/2013,0.12,Male,09/02/2012
Approve,12/06/2013,0.29,Male,10/02/2012
Disapprove,12/06/2013,0.6,Male,11/02/2012
Don't know,12/06/2013,0.11,Male,12/02/2012
Approve,19/06/2013,0.29,Male,13/02/2012
Disapprove,19/06/2013,0.59,Male,14/02/2012
Don't know,19/06/2013,0.12,Male,15/02/2012
Approve,26/06/2013,0.29,Male,16/02/2012
Disapprove,26/06/2013,0.59,Male,17/02/2012
Don't know,26/06/2013,0.12,Male,18/02/2012
Approve,03/07/2013,0.3,Male,19/02/2012
Disapprove,03/07/2013,0.59,Male,20/02/2012
Don't know,03/07/2013,0.11,Male,21/02/2012
Approve,10/07/2013,0.31,Male,22/02/2012
Disapprove,10/07/2013,0.59,Male,23/02/2012
Don't know,10/07/2013,0.1,Male,24/02/2012
Approve,16/07/2013,0.29,Male,25/02/2012
Disapprove,16/07/2013,0.59,Male,26/02/2012
Don't know,16/07/2013,0.12,Male,27/02/2012
Approve,24/07/2013,0.32,Male,28/02/2012
Disapprove,24/07/2013,0.56,Male,29/02/2012
Don't know,24/07/2013,0.12,Male,01/03/2012
Approve,30/07/2013,0.32,Male,02/03/2012
Disapprove,30/07/2013,0.58,Male,03/03/2012
Don't know,30/07/2013,0.1,Male,04/03/2012
Approve,07/08/2013,0.33,Male,05/03/2012
Disapprove,07/08/2013,0.56,Male,06/03/2012
Don't know,07/08/2013,0.12,Male,07/03/2012
Approve,14/08/2013,0.32,Male,08/03/2012
Disapprove,14/08/2013,0.57,Male,09/03/2012
Don't know,14/08/2013,0.11,Male,10/03/2012
Approve,21/08/2013,0.32,Male,11/03/2012
Disapprove,21/08/2013,0.57,Male,12/03/2012
Don't know,21/08/2013,0.11,Male,13/03/2012
Approve,28/08/2013,0.33,Male,14/03/2012
Disapprove,28/08/2013,0.58,Male,15/03/2012
Don't know,28/08/2013,0.09,Male,16/03/2012
Approve,04/09/2013,0.31,Male,17/03/2012
Disapprove,04/09/2013,0.58,Male,18/03/2012
Don't know,04/09/2013,0.11,Male,19/03/2012
Approve,11/09/2013,0.31,Male,20/03/2012
Disapprove,11/09/2013,0.57,Male,21/03/2012
Don't know,11/09/2013,0.12,Male,22/03/2012
Approve,18/09/2013,0.35,Male,23/03/2012
Disapprove,18/09/2013,0.55,Male,24/03/2012
Don't know,18/09/2013,0.1,Male,25/03/2012
Approve,23/09/2013,0.32,Male,26/03/2012
Disapprove,23/09/2013,0.58,Male,27/03/2012
Don't know,23/09/2013,0.09,Male,28/03/2012
Approve,02/10/2013,0.33,Male,29/03/2012
Disapprove,02/10/2013,0.56,Male,30/03/2012
Don't know,02/10/2013,0.11,Male,31/03/2012
Approve,09/10/2013,0.35,Male,01/04/2012
Disapprove,09/10/2013,0.54,Male,02/04/2012
Don't know,09/10/2013,0.11,Male,03/04/2012
Approve,16/10/2013,0.35,Male,04/04/2012
Disapprove,16/10/2013,0.55,Male,05/04/2012
Don't know,16/10/2013,0.1,Male,06/04/2012
Approve,23/10/2013,0.33,Male,07/04/2012
Disapprove,23/10/2013,0.57,Male,08/04/2012
Don't know,23/10/2013,0.1,Male,09/04/2012
Approve,30/10/2013,0.33,Male,10/04/2012
Disapprove,30/10/2013,0.57,Male,11/04/2012
Don't know,30/10/2013,0.11,Male,12/04/2012
Approve,06/11/2013,0.33,Male,13/04/2012
Disapprove,06/11/2013,0.55,Male,14/04/2012
Don't know,06/11/2013,0.12,Male,15/04/2012
Approve,12/11/2013,0.32,Male,16/04/2012
Disapprove,12/11/2013,0.56,Male,17/04/2012
Don't know,12/11/2013,0.12,Male,18/04/2012
Approve,20/11/2013,0.33,Male,19/04/2012
Disapprove,20/11/2013,0.56,Male,20/04/2012
Don't know,20/11/2013,0.11,Male,21/04/2012
Approve,27/11/2013,0.33,Male,22/04/2012
Disapprove,27/11/2013,0.57,Male,23/04/2012
Don't know,27/11/2013,0.11,Male,24/04/2012
Approve,04/12/2013,0.31,Male,25/04/2012
Disapprove,04/12/2013,0.56,Male,26/04/2012
Don't know,04/12/2013,0.12,Male,27/04/2012
Approve,10/12/2013,0.34,Male,28/04/2012
Disapprove,10/12/2013,0.55,Male,29/04/2012
Don't know,10/12/2013,0.11,Male,30/04/2012
Approve,12/12/2013,0.35,Male,01/05/2012
Disapprove,12/12/2013,0.55,Male,02/05/2012
Don't know,12/12/2013,0.1,Male,03/05/2012
Approve,19/12/2013,0.34,Male,04/05/2012
Disapprove,19/12/2013,0.56,Male,05/05/2012
Don't know,19/12/2013,0.1,Male,06/05/2012
Approve,08/01/2014,0.32,Male,07/05/2012
Disapprove,08/01/2014,0.58,Male,08/05/2012
Don't know,08/01/2014,0.11,Male,09/05/2012
Approve,15/01/2014,0.34,Male,10/05/2012
Disapprove,15/01/2014,0.55,Male,11/05/2012
Don't know,15/01/2014,0.12,Male,12/05/2012
Approve,22/01/2014,0.32,Male,13/05/2012
Disapprove,22/01/2014,0.57,Male,14/05/2012
Don't know,22/01/2014,0.11,Male,15/05/2012
Approve,29/01/2014,0.36,Male,16/05/2012
Disapprove,29/01/2014,0.54,Male,17/05/2012
Don't know,29/01/2014,0.11,Male,18/05/2012
Approve,30/01/2014,0.32,Male,19/05/2012
Disapprove,30/01/2014,0.57,Male,20/05/2012
Don't know,30/01/2014,0.11,Male,21/05/2012
Approve,12/02/2014,0.35,Male,22/05/2012
Disapprove,12/02/2014,0.54,Male,23/05/2012
Don't know,12/02/2014,0.11,Male,24/05/2012
Approve,18/02/2014,0.34,Male,25/05/2012
Disapprove,18/02/2014,0.55,Male,26/05/2012
Don't know,18/02/2014,0.11,Male,27/05/2012
Approve,26/02/2014,0.35,Male,28/05/2012
Disapprove,26/02/2014,0.55,Male,29/05/2012
Don't know,26/02/2014,0.1,Male,30/05/2012
Approve,05/03/2014,0.37,Male,31/05/2012
Disapprove,05/03/2014,0.53,Male,01/06/2012
Don't know,05/03/2014,0.1,Male,02/06/2012
Approve,12/03/2014,0.35,Male,03/06/2012
Disapprove,12/03/2014,0.54,Male,04/06/2012
Don't know,12/03/2014,0.11,Male,05/06/2012
Approve,19/03/2014,0.35,Male,06/06/2012
Disapprove,19/03/2014,0.54,Male,07/06/2012
Don't know,19/03/2014,0.11,Male,08/06/2012
Approve,26/03/2014,0.38,Male,09/06/2012
Disapprove,26/03/2014,0.5,Male,10/06/2012
Don't know,26/03/2014,0.12,Male,11/06/2012
Approve,02/04/2014,0.36,Male,12/06/2012
Disapprove,02/04/2014,0.53,Male,13/06/2012
Don't know,02/04/2014,0.11,Male,14/06/2012
Approve,09/04/2014,0.36,Male,15/06/2012
Disapprove,09/04/2014,0.54,Male,16/06/2012
Don't know,09/04/2014,0.11,Male,17/06/2012
Approve,16/04/2014,0.36,Male,18/06/2012
Disapprove,16/04/2014,0.53,Male,19/06/2012
Don't know,16/04/2014,0.11,Male,20/06/2012
Approve,23/04/2014,0.38,Male,21/06/2012
Disapprove,23/04/2014,0.52,Male,22/06/2012
Don't know,23/04/2014,0.1,Male,23/06/2012
Approve,30/04/2014,0.34,Male,24/06/2012
Disapprove,30/04/2014,0.55,Male,25/06/2012
Don't know,30/04/2014,0.11,Male,26/06/2012
Approve,07/05/2014,0.37,Male,27/06/2012
Disapprove,07/05/2014,0.51,Male,28/06/2012
Don't know,07/05/2014,0.12,Male,29/06/2012
Approve,14/05/2014,0.37,Male,30/06/2012
Disapprove,14/05/2014,0.52,Male,01/07/2012
Don't know,14/05/2014,0.11,Male,02/07/2012
Approve,21/05/2014,0.37,Male,03/07/2012
Disapprove,21/05/2014,0.52,Male,04/07/2012
Don't know,21/05/2014,0.11,Male,05/07/2012
Approve,28/05/2014,0.35,Male,06/07/2012
Disapprove,28/05/2014,0.55,Male,07/07/2012
Don't know,28/05/2014,0.1,Male,08/07/2012
Approve,04/06/2014,0.37,Male,09/07/2012
Disapprove,04/06/2014,0.53,Male,10/07/2012
Don't know,04/06/2014,0.1,Male,11/07/2012
Approve,11/06/2014,0.36,Male,12/07/2012
Disapprove,11/06/2014,0.54,Male,13/07/2012
Don't know,11/06/2014,0.1,Male,14/07/2012
Approve,18/06/2014,0.38,Male,15/07/2012
Disapprove,18/06/2014,0.52,Male,16/07/2012
Don't know,18/06/2014,0.1,Male,17/07/2012
Approve,25/06/2014,0.34,Male,18/07/2012
Disapprove,25/06/2014,0.55,Male,19/07/2012
Don't know,25/06/2014,0.11,Male,20/07/2012
Approve,01/07/2014,0.36,Male,21/07/2012
Disapprove,01/07/2014,0.53,Male,22/07/2012
Don't know,01/07/2014,0.12,Male,23/07/2012
Approve,09/07/2014,0.36,Male,24/07/2012
Disapprove,09/07/2014,0.52,Male,25/07/2012
Don't know,09/07/2014,0.12,Male,26/07/2012
Approve,16/07/2014,0.36,Male,27/07/2012
Disapprove,16/07/2014,0.52,Male,28/07/2012
Don't know,16/07/2014,0.12,Male,29/07/2012
Approve,23/07/2014,0.34,Male,30/07/2012
Disapprove,23/07/2014,0.55,Male,31/07/2012
Don't know,23/07/2014,0.11,Male,01/08/2012
