Approval,Date,Value,Variable
Disapprove,29/08/2022,0.65,All Adults
Don't know,29/08/2022,0.18,All Adults
Approve,05/09/2022,0.18,All Adults
Disapprove,05/09/2022,0.64,All Adults
Don't know,05/09/2022,0.18,All Adults
Approve,12/09/2022,0.21,All Adults
Disapprove,12/09/2022,0.58,All Adults
Don't know,12/09/2022,0.2,All Adults
Approve,25/09/2022,0.17,All Adults
Disapprove,25/09/2022,0.62,All Adults
Don't know,25/09/2022,0.21,All Adults
Approve,02/10/2022,0.11,All Adults
Disapprove,02/10/2022,0.72,All Adults
Don't know,02/10/2022,0.17,All Adults
Approve,09/10/2022,0.13,All Adults
Disapprove,09/10/2022,0.7,All Adults
Don't know,09/10/2022,0.17,All Adults
Approve,17/10/2022,0.07,All Adults
Disapprove,17/10/2022,0.77,All Adults
Don't know,17/10/2022,0.16,All Adults
Approve,23/10/2022,0.06,All Adults
Disapprove,23/10/2022,0.82,All Adults
Don't know,23/10/2022,0.12,All Adults
Approve,31/10/2022,0.11,All Adults
Disapprove,31/10/2022,0.72,All Adults
Don't know,31/10/2022,0.17,All Adults
Approve,07/11/2022,0.12,All Adults
Disapprove,07/11/2022,0.7,All Adults
Don't know,07/11/2022,0.18,All Adults
Approve,14/11/2022,0.11,All Adults
Disapprove,14/11/2022,0.69,All Adults
Don't know,14/11/2022,0.2,All Adults
Approve,21/11/2022,0.13,All Adults
Disapprove,21/11/2022,0.7,All Adults
Don't know,21/11/2022,0.17,All Adults
Approve,28/11/2022,0.13,All Adults
Disapprove,28/11/2022,0.67,All Adults
Don't know,28/11/2022,0.2,All Adults
Approve,05/12/2022,0.11,All Adults
Disapprove,05/12/2022,0.68,All Adults
Don't know,05/12/2022,0.2,All Adults
Approve,12/12/2022,0.15,All Adults
Disapprove,12/12/2022,0.64,All Adults
Don't know,12/12/2022,0.21,All Adults
Approve,19/12/2022,0.13,All Adults
Disapprove,19/12/2022,0.69,All Adults
Don't know,19/12/2022,0.19,All Adults
Approve,26/12/2022,0.16,All Adults
Disapprove,26/12/2022,0.64,All Adults
Don't know,26/12/2022,0.2,All Adults
Approve,01/01/2023,0.13,All Adults
Disapprove,01/01/2023,0.65,All Adults
Don't know,01/01/2023,0.22,All Adults
Approve,09/01/2023,0.13,All Adults
Disapprove,09/01/2023,0.68,All Adults
Don't know,09/01/2023,0.18,All Adults
Approve,15/01/2023,0.13,All Adults
Disapprove,15/01/2023,0.65,All Adults
Don't know,15/01/2023,0.22,All Adults
Approve,23/01/2023,0.14,All Adults
Disapprove,23/01/2023,0.65,All Adults
Don't know,23/01/2023,0.21,All Adults
Approve,30/01/2023,0.12,All Adults
Disapprove,30/01/2023,0.7,All Adults
Don't know,30/01/2023,0.18,All Adults
Approve,06/02/2023,0.13,All Adults
Disapprove,06/02/2023,0.68,All Adults
Don't know,06/02/2023,0.18,All Adults
Approve,13/02/2023,0.12,All Adults
Disapprove,13/02/2023,0.7,All Adults
Don't know,13/02/2023,0.18,All Adults
Approve,20/02/2023,0.14,All Adults
Disapprove,20/02/2023,0.66,All Adults
Don't know,20/02/2023,0.2,All Adults
Approve,26/02/2023,0.15,All Adults
Disapprove,26/02/2023,0.66,All Adults
Don't know,26/02/2023,0.2,All Adults
Approve,06/03/2023,0.15,All Adults
Disapprove,06/03/2023,0.65,All Adults
Don't know,06/03/2023,0.2,All Adults
Approve,20/03/2023,0.17,All Adults
Disapprove,20/03/2023,0.64,All Adults
Don't know,20/03/2023,0.18,All Adults
Approve,27/03/2023,0.15,All Adults
Disapprove,27/03/2023,0.65,All Adults
Don't know,27/03/2023,0.2,All Adults
Approve,03/04/2023,0.16,All Adults
Disapprove,03/04/2023,0.63,All Adults
Don't know,03/04/2023,0.2,All Adults
Approve,10/04/2023,0.17,All Adults
Disapprove,10/04/2023,0.63,All Adults
Don't know,10/04/2023,0.2,All Adults
Approve,17/04/2023,0.17,All Adults
Disapprove,17/04/2023,0.62,All Adults
Don't know,17/04/2023,0.21,All Adults
Approve,24/04/2023,0.17,All Adults
Disapprove,24/04/2023,0.64,All Adults
Don't know,24/04/2023,0.19,All Adults
Approve,01/05/2023,0.17,All Adults
Disapprove,01/05/2023,0.62,All Adults
Don't know,01/05/2023,0.21,All Adults
Approve,08/05/2023,0.2,All Adults
Disapprove,08/05/2023,0.62,All Adults
Don't know,08/05/2023,0.19,All Adults
Approve,15/05/2023,0.17,All Adults
Disapprove,15/05/2023,0.63,All Adults
Don't know,15/05/2023,0.2,All Adults
Approve,21/05/2023,0.18,All Adults
Disapprove,21/05/2023,0.6,All Adults
Don't know,21/05/2023,0.22,All Adults
Approve,28/05/2023,0.15,All Adults
Disapprove,28/05/2023,0.65,All Adults
Don't know,28/05/2023,0.19,All Adults
Approve,05/06/2023,0.19,All Adults
Disapprove,05/06/2023,0.59,All Adults
Don't know,05/06/2023,0.22,All Adults
Approve,12/06/2023,0.18,All Adults
Disapprove,12/06/2023,0.64,All Adults
Don't know,12/06/2023,0.18,All Adults
Approve,19/06/2023,0.15,All Adults
Disapprove,19/06/2023,0.65,All Adults
Don't know,19/06/2023,0.2,All Adults
Approve,26/06/2023,0.14,All Adults
Disapprove,26/06/2023,0.66,All Adults
Don't know,26/06/2023,0.2,All Adults
Approve,03/07/2023,0.13,All Adults
Disapprove,03/07/2023,0.67,All Adults
Don't know,03/07/2023,0.2,All Adults
Approve,10/07/2023,0.13,All Adults
Disapprove,10/07/2023,0.67,All Adults
Don't know,10/07/2023,0.2,All Adults
Approve,17/07/2023,0.13,All Adults
Disapprove,17/07/2023,0.69,All Adults
Don't know,17/07/2023,0.18,All Adults
Approve,24/07/2023,0.14,All Adults
Disapprove,24/07/2023,0.68,All Adults
Don't know,24/07/2023,0.18,All Adults
Approve,31/07/2023,0.14,All Adults
Disapprove,31/07/2023,0.66,All Adults
Don't know,31/07/2023,0.2,All Adults
Approve,07/08/2023,0.14,All Adults
Disapprove,07/08/2023,0.68,All Adults
Don't know,07/08/2023,0.18,All Adults
Approve,14/08/2023,0.15,All Adults
Disapprove,14/08/2023,0.66,All Adults
Don't know,14/08/2023,0.19,All Adults
Approve,21/08/2023,0.13,All Adults
Disapprove,21/08/2023,0.66,All Adults
Don't know,21/08/2023,0.21,All Adults
Approve,28/08/2023,0.14,All Adults
Disapprove,28/08/2023,0.66,All Adults
Don't know,28/08/2023,0.19,All Adults
Approve,04/09/2023,0.13,All Adults
Disapprove,04/09/2023,0.69,All Adults
Don't know,04/09/2023,0.18,All Adults
Approve,11/09/2023,0.13,All Adults
Disapprove,11/09/2023,0.7,All Adults
Don't know,11/09/2023,0.17,All Adults
Approve,18/09/2023,0.13,All Adults
Disapprove,18/09/2023,0.69,All Adults
Don't know,18/09/2023,0.18,All Adults
Approve,25/09/2023,0.17,All Adults
Disapprove,25/09/2023,0.64,All Adults
Don't know,25/09/2023,0.19,All Adults
Approve,02/10/2023,0.13,All Adults
Disapprove,02/10/2023,0.67,All Adults
Don't know,02/10/2023,0.2,All Adults
Approve,09/10/2023,0.12,All Adults
Disapprove,09/10/2023,0.69,All Adults
Don't know,09/10/2023,0.18,All Adults
Approve,16/10/2023,0.16,All Adults
Disapprove,16/10/2023,0.65,All Adults
Don't know,16/10/2023,0.2,All Adults
Approve,23/10/2023,0.14,All Adults
Disapprove,23/10/2023,0.67,All Adults
Don't know,23/10/2023,0.18,All Adults
Approve,30/10/2023,0.15,All Adults
Disapprove,30/10/2023,0.67,All Adults
Don't know,30/10/2023,0.18,All Adults
Approve,06/11/2023,0.14,All Adults
Disapprove,06/11/2023,0.66,All Adults
Don't know,06/11/2023,0.19,All Adults
Approve,13/11/2023,0.14,All Adults
Disapprove,13/11/2023,0.66,All Adults
Don't know,13/11/2023,0.21,All Adults
Approve,20/11/2023,0.13,All Adults
Disapprove,20/11/2023,0.7,All Adults
Don't know,20/11/2023,0.17,All Adults
Approve,27/11/2023,0.14,All Adults
Disapprove,27/11/2023,0.68,All Adults
Don't know,27/11/2023,0.17,All Adults
Approve,04/12/2023,0.14,All Adults
Disapprove,04/12/2023,0.66,All Adults
Don't know,04/12/2023,0.19,All Adults
Approve,11/12/2023,0.12,All Adults
Disapprove,11/12/2023,0.7,All Adults
Don't know,11/12/2023,0.18,All Adults
Approve,18/12/2023,0.14,All Adults
Disapprove,18/12/2023,0.67,All Adults
Don't know,18/12/2023,0.18,All Adults
Approve,24/12/2023,0.14,All Adults
Disapprove,24/12/2023,0.66,All Adults
Don't know,24/12/2023,0.2,All Adults
Approve,01/01/2024,0.15,All Adults
Disapprove,01/01/2024,0.65,All Adults
Don't know,01/01/2024,0.19,All Adults
Approve,07/01/2024,0.15,All Adults
Disapprove,07/01/2024,0.66,All Adults
Don't know,07/01/2024,0.19,All Adults
Approve,15/01/2024,0.14,All Adults
Disapprove,15/01/2024,0.66,All Adults
Don't know,15/01/2024,0.19,All Adults
Approve,22/01/2024,0.14,All Adults
Disapprove,22/01/2024,0.66,All Adults
Don't know,22/01/2024,0.2,All Adults
Approve,29/01/2024,0.15,All Adults
Disapprove,29/01/2024,0.65,All Adults
Don't know,29/01/2024,0.2,All Adults
Approve,05/02/2024,0.16,All Adults
Disapprove,05/02/2024,0.64,All Adults
Don't know,05/02/2024,0.2,All Adults
Approve,11/02/2024,0.17,All Adults
Disapprove,11/02/2024,0.64,All Adults
Don't know,11/02/2024,0.19,All Adults
Approve,19/02/2024,0.14,All Adults
Disapprove,19/02/2024,0.68,All Adults
Don't know,19/02/2024,0.18,All Adults
Approve,26/02/2024,0.16,All Adults
Disapprove,26/02/2024,0.65,All Adults
Don't know,26/02/2024,0.19,All Adults
Approve,04/03/2024,0.16,All Adults
Disapprove,04/03/2024,0.67,All Adults
Don't know,04/03/2024,0.17,All Adults
Approve,11/03/2024,0.14,All Adults
Disapprove,11/03/2024,0.7,All Adults
Don't know,11/03/2024,0.17,All Adults
Approve,18/03/2024,0.13,All Adults
Disapprove,18/03/2024,0.7,All Adults
Don't know,18/03/2024,0.17,All Adults
Approve,25/03/2024,0.13,All Adults
Disapprove,25/03/2024,0.68,All Adults
Don't know,25/03/2024,0.18,All Adults
Approve,01/04/2024,0.13,All Adults
Disapprove,01/04/2024,0.69,All Adults
Don't know,01/04/2024,0.18,All Adults
Approve,08/04/2024,0.13,All Adults
Disapprove,08/04/2024,0.69,All Adults
Don't know,08/04/2024,0.18,All Adults
Approve,16/04/2024,0.15,All Adults
Disapprove,16/04/2024,0.68,All Adults
Don't know,16/04/2024,0.18,All Adults
Approve,22/04/2024,0.13,All Adults
Disapprove,22/04/2024,0.66,All Adults
Don't know,22/04/2024,0.2,All Adults
Approve,28/04/2024,0.17,All Adults
Disapprove,28/04/2024,0.65,All Adults
Don't know,28/04/2024,0.18,All Adults
Approve,06/05/2024,0.14,All Adults
Disapprove,06/05/2024,0.7,All Adults
Don't know,06/05/2024,0.16,All Adults
Approve,13/05/2024,0.15,All Adults
Disapprove,13/05/2024,0.69,All Adults
Don't know,13/05/2024,0.17,All Adults
Approve,20/05/2024,0.15,All Adults
Disapprove,20/05/2024,0.68,All Adults
Don't know,20/05/2024,0.17,All Adults
Approve,27/05/2024,0.15,All Adults
Disapprove,27/05/2024,0.68,All Adults
Don't know,27/05/2024,0.17,All Adults
Approve,02/06/2024,0.15,All Adults
Disapprove,02/06/2024,0.68,All Adults
Don't know,02/06/2024,0.17,All Adults
Approve,10/06/2024,0.14,All Adults
Disapprove,10/06/2024,0.71,All Adults
Don't know,10/06/2024,0.15,All Adults
Approve,17/06/2024,0.12,All Adults
Disapprove,17/06/2024,0.72,All Adults
Don't know,17/06/2024,0.16,All Adults
Approve,24/06/2024,0.12,All Adults
Disapprove,24/06/2024,0.74,All Adults
Don't know,24/06/2024,0.14,All Adults
Approve,01/07/2024,0.15,All Adults
Disapprove,01/07/2024,0.71,All Adults
Don't know,01/07/2024,0.14,All Adults
Approve,22/07/2024,0.28,All Adults
Disapprove,22/07/2024,0.32,All Adults
Don't know,22/07/2024,0.4,All Adults
Approve,29/07/2024,0.29,All Adults
Disapprove,29/07/2024,0.31,All Adults
Don't know,29/07/2024,0.4,All Adults
Approve,19/08/2024,0.26,All Adults
Disapprove,19/08/2024,0.47,All Adults
Don't know,19/08/2024,0.27,All Adults
Approve,26/08/2024,0.23,All Adults
Disapprove,26/08/2024,0.51,All Adults
Don't know,26/08/2024,0.26,All Adults
Approve,02/09/2024,0.23,All Adults
Disapprove,02/09/2024,0.5,All Adults
Don't know,02/09/2024,0.27,All Adults
Approve,09/09/2024,0.19,All Adults
Disapprove,09/09/2024,0.55,All Adults
Don't know,09/09/2024,0.26,All Adults
Approve,16/09/2024,0.23,All Adults
Disapprove,16/09/2024,0.53,All Adults
Don't know,16/09/2024,0.24,All Adults
Approve,22/09/2024,0.21,All Adults
Disapprove,22/09/2024,0.56,All Adults
Don't know,22/09/2024,0.23,All Adults
Approve,30/09/2024,0.18,All Adults
Disapprove,30/09/2024,0.57,All Adults
Don't know,30/09/2024,0.25,All Adults
Approve,07/10/2024,0.18,All Adults
Disapprove,07/10/2024,0.59,All Adults
Don't know,07/10/2024,0.23,All Adults
Approve,14/10/2024,0.18,All Adults
Disapprove,14/10/2024,0.59,All Adults
Don't know,14/10/2024,0.23,All Adults
Approve,21/10/2024,0.19,All Adults
Disapprove,21/10/2024,0.59,All Adults
Don't know,21/10/2024,0.22,All Adults
Approve,28/10/2024,0.2,All Adults
Disapprove,28/10/2024,0.59,All Adults
Don't know,28/10/2024,0.22,All Adults
Approve,04/11/2024,0.21,All Adults
Disapprove,04/11/2024,0.55,All Adults
Don't know,04/11/2024,0.24,All Adults
Approve,11/11/2024,0.2,All Adults
Disapprove,11/11/2024,0.58,All Adults
Don't know,11/11/2024,0.22,All Adults
Approve,18/11/2024,0.2,All Adults
Disapprove,18/11/2024,0.56,All Adults
Don't know,18/11/2024,0.25,All Adults
Approve,25/11/2024,0.19,All Adults
Disapprove,25/11/2024,0.58,All Adults
Don't know,25/11/2024,0.23,All Adults
Approve,02/12/2024,0.22,All Adults
Disapprove,02/12/2024,0.58,All Adults
Don't know,02/12/2024,0.2,All Adults
Approve,09/02/2011,0.34,Male
Disapprove,09/02/2011,0.56,Male
Don't know,09/02/2011,0.1,Male
Approve,16/02/2011,0.33,Male
Disapprove,16/02/2011,0.56,Male
Don't know,16/02/2011,0.11,Male
Approve,23/02/2011,0.34,Male
Disapprove,23/02/2011,0.53,Male
Don't know,23/02/2011,0.13,Male
Approve,02/03/2011,0.33,Male
Disapprove,02/03/2011,0.55,Male
Don't know,02/03/2011,0.12,Male
Approve,09/03/2011,0.33,Male
Disapprove,09/03/2011,0.56,Male
Don't know,09/03/2011,0.11,Male
Approve,16/03/2011,0.31,Male
Disapprove,16/03/2011,0.57,Male
Don't know,16/03/2011,0.12,Male
Approve,23/03/2011,0.35,Male
Disapprove,23/03/2011,0.54,Male
Don't know,23/03/2011,0.11,Male
Approve,30/03/2011,0.36,Male
Disapprove,30/03/2011,0.53,Male
Don't know,30/03/2011,0.11,Male
Approve,06/04/2011,0.35,Male
Disapprove,06/04/2011,0.55,Male
Don't know,06/04/2011,0.1,Male
Approve,13/04/2011,0.35,Male
Disapprove,13/04/2011,0.54,Male
Don't know,13/04/2011,0.11,Male
Approve,20/04/2011,0.32,Male
Disapprove,20/04/2011,0.55,Male
Don't know,20/04/2011,0.12,Male
Approve,27/04/2011,0.35,Male
Disapprove,27/04/2011,0.55,Male
Don't know,27/04/2011,0.1,Male
Approve,03/05/2011,0.35,Male
Disapprove,03/05/2011,0.54,Male
Don't know,03/05/2011,0.1,Male
Approve,11/05/2011,0.36,Male
Disapprove,11/05/2011,0.55,Male
Don't know,11/05/2011,0.1,Male
Approve,18/05/2011,0.36,Male
Disapprove,18/05/2011,0.54,Male
Don't know,18/05/2011,0.1,Male
Approve,25/05/2011,0.35,Male
Disapprove,25/05/2011,0.54,Male
Don't know,25/05/2011,0.11,Male
Approve,01/06/2011,0.36,Male
Disapprove,01/06/2011,0.52,Male
Don't know,01/06/2011,0.11,Male
Approve,08/06/2011,0.36,Male
Disapprove,08/06/2011,0.53,Male
Don't know,08/06/2011,0.11,Male
Approve,15/06/2011,0.34,Male
Disapprove,15/06/2011,0.56,Male
Don't know,15/06/2011,0.11,Male
Approve,22/06/2011,0.34,Male
Disapprove,22/06/2011,0.54,Male
Don't know,22/06/2011,0.11,Male
Approve,29/06/2011,0.33,Male
Disapprove,29/06/2011,0.57,Male
Don't know,29/06/2011,0.1,Male
Approve,06/07/2011,0.32,Male
Disapprove,06/07/2011,0.57,Male
Don't know,06/07/2011,0.11,Male
Approve,12/07/2011,0.32,Male
Disapprove,12/07/2011,0.57,Male
Don't know,12/07/2011,0.11,Male
Approve,20/07/2011,0.33,Male
Disapprove,20/07/2011,0.57,Male
Don't know,20/07/2011,0.11,Male
Approve,27/07/2011,0.33,Male
Disapprove,27/07/2011,0.56,Male
Don't know,27/07/2011,0.11,Male
Approve,03/08/2011,0.34,Male
Disapprove,03/08/2011,0.55,Male
Don't know,03/08/2011,0.1,Male
Approve,10/08/2011,0.33,Male
Disapprove,10/08/2011,0.56,Male
Don't know,10/08/2011,0.11,Male
Approve,17/08/2011,0.32,Male
Disapprove,17/08/2011,0.57,Male
Don't know,17/08/2011,0.11,Male
Approve,24/08/2011,0.33,Male
Disapprove,24/08/2011,0.57,Male
Don't know,24/08/2011,0.11,Male
Approve,31/08/2011,0.34,Male
Disapprove,31/08/2011,0.54,Male
Don't know,31/08/2011,0.12,Male
Approve,07/09/2011,0.34,Male
Disapprove,07/09/2011,0.56,Male
Don't know,07/09/2011,0.11,Male
Approve,14/09/2011,0.33,Male
Disapprove,14/09/2011,0.56,Male
Don't know,14/09/2011,0.11,Male
Approve,21/09/2011,0.35,Male
Disapprove,21/09/2011,0.54,Male
Don't know,21/09/2011,0.11,Male
Approve,28/09/2011,0.34,Male
Disapprove,28/09/2011,0.54,Male
Don't know,28/09/2011,0.12,Male
Approve,05/10/2011,0.35,Male
Disapprove,05/10/2011,0.55,Male
Don't know,05/10/2011,0.1,Male
Approve,12/10/2011,0.34,Male
Disapprove,12/10/2011,0.55,Male
Don't know,12/10/2011,0.11,Male
Approve,19/10/2011,0.34,Male
Disapprove,19/10/2011,0.55,Male
Don't know,19/10/2011,0.12,Male
Approve,26/10/2011,0.33,Male
Disapprove,26/10/2011,0.57,Male
Don't know,26/10/2011,0.11,Male
Approve,02/11/2011,0.33,Male
Disapprove,02/11/2011,0.55,Male
Don't know,02/11/2011,0.12,Male
Approve,09/11/2011,0.31,Male
Disapprove,09/11/2011,0.57,Male
Don't know,09/11/2011,0.12,Male
Approve,16/11/2011,0.32,Male
Disapprove,16/11/2011,0.56,Male
Don't know,16/11/2011,0.11,Male
Approve,23/11/2011,0.33,Male
Disapprove,23/11/2011,0.56,Male
Don't know,23/11/2011,0.12,Male
Approve,30/11/2011,0.32,Male
Disapprove,30/11/2011,0.57,Male
Don't know,30/11/2011,0.11,Male
Approve,07/12/2011,0.33,Male
Disapprove,07/12/2011,0.56,Male
Don't know,07/12/2011,0.1,Male
Approve,14/12/2011,0.35,Male
Disapprove,14/12/2011,0.54,Male
Don't know,14/12/2011,0.11,Male
Approve,21/12/2011,0.35,Male
Disapprove,21/12/2011,0.53,Male
Don't know,21/12/2011,0.12,Male
Approve,22/12/2011,0.36,Male
Disapprove,22/12/2011,0.53,Male
Don't know,22/12/2011,0.11,Male
Approve,04/01/2012,0.38,Male
Disapprove,04/01/2012,0.51,Male
Don't know,04/01/2012,0.11,Male
Approve,11/01/2012,0.37,Male
Disapprove,11/01/2012,0.52,Male
Don't know,11/01/2012,0.11,Male
Approve,18/01/2012,0.35,Male
Disapprove,18/01/2012,0.53,Male
Don't know,18/01/2012,0.11,Male
Approve,24/01/2012,0.38,Male
Disapprove,24/01/2012,0.52,Male
Don't know,24/01/2012,0.1,Male
Approve,01/02/2012,0.36,Male
Disapprove,01/02/2012,0.52,Male
Don't know,01/02/2012,0.11,Male
Approve,08/02/2012,0.36,Male
Disapprove,08/02/2012,0.53,Male
Don't know,08/02/2012,0.11,Male
Approve,15/02/2012,0.36,Male
Disapprove,15/02/2012,0.53,Male
Don't know,15/02/2012,0.11,Male
Approve,22/02/2012,0.34,Male
Disapprove,22/02/2012,0.55,Male
Don't know,22/02/2012,0.11,Male
Approve,29/02/2012,0.36,Male
Disapprove,29/02/2012,0.53,Male
Don't know,29/02/2012,0.12,Male
Approve,07/03/2012,0.34,Male
Disapprove,07/03/2012,0.55,Male
Don't know,07/03/2012,0.11,Male
Approve,14/03/2012,0.32,Male
Disapprove,14/03/2012,0.56,Male
Don't know,14/03/2012,0.12,Male
Approve,21/03/2012,0.33,Male
Disapprove,21/03/2012,0.55,Male
Don't know,21/03/2012,0.12,Male
Approve,28/03/2012,0.31,Male
Disapprove,28/03/2012,0.59,Male
Don't know,28/03/2012,0.1,Male
Approve,04/04/2012,0.27,Male
Disapprove,04/04/2012,0.63,Male
Don't know,04/04/2012,0.1,Male
Approve,11/04/2012,0.3,Male
Disapprove,11/04/2012,0.59,Male
Don't know,11/04/2012,0.11,Male
Approve,18/04/2012,0.28,Male
Disapprove,18/04/2012,0.6,Male
Don't know,18/04/2012,0.12,Male
Approve,25/04/2012,0.27,Male
Disapprove,25/04/2012,0.62,Male
Don't know,25/04/2012,0.11,Male
Approve,02/05/2012,0.27,Male
Disapprove,02/05/2012,0.62,Male
Don't know,02/05/2012,0.11,Male
Approve,09/05/2012,0.25,Male
Disapprove,09/05/2012,0.65,Male
Don't know,09/05/2012,0.1,Male
Approve,16/05/2012,0.27,Male
Disapprove,16/05/2012,0.63,Male
Don't know,16/05/2012,0.1,Male
Approve,23/05/2012,0.27,Male
Disapprove,23/05/2012,0.61,Male
Don't know,23/05/2012,0.12,Male
Approve,30/05/2012,0.28,Male
Disapprove,30/05/2012,0.62,Male
Don't know,30/05/2012,0.11,Male
Approve,06/06/2012,0.27,Male
Disapprove,06/06/2012,0.61,Male
Don't know,06/06/2012,0.11,Male
Approve,13/06/2012,0.27,Male
Disapprove,13/06/2012,0.63,Male
Don't know,13/06/2012,0.11,Male
Approve,20/06/2012,0.27,Male
Disapprove,20/06/2012,0.61,Male
Don't know,20/06/2012,0.11,Male
Approve,27/06/2012,0.3,Male
Disapprove,27/06/2012,0.6,Male
Don't know,27/06/2012,0.1,Male
Approve,04/07/2012,0.28,Male
Disapprove,04/07/2012,0.61,Male
Don't know,04/07/2012,0.11,Male
Approve,11/07/2012,0.29,Male
Disapprove,11/07/2012,0.6,Male
Don't know,11/07/2012,0.11,Male
Approve,18/07/2012,0.27,Male
Disapprove,18/07/2012,0.62,Male
Don't know,18/07/2012,0.11,Male
Approve,25/07/2012,0.28,Male
Disapprove,25/07/2012,0.6,Male
Don't know,25/07/2012,0.12,Male
Approve,01/08/2012,0.29,Male
Disapprove,01/08/2012,0.6,Male
Don't know,01/08/2012,0.11,Male
Approve,08/08/2012,0.28,Male
Disapprove,08/08/2012,0.62,Male
Don't know,08/08/2012,0.11,Male
Approve,15/08/2012,0.28,Male
Disapprove,15/08/2012,0.61,Male
Don't know,15/08/2012,0.11,Male
Approve,21/08/2012,0.28,Male
Disapprove,21/08/2012,0.61,Male
Don't know,21/08/2012,0.12,Male
Approve,29/08/2012,0.26,Male
Disapprove,29/08/2012,0.63,Male
Don't know,29/08/2012,0.12,Male
Approve,05/09/2012,0.26,Male
Disapprove,05/09/2012,0.63,Male
Don't know,05/09/2012,0.11,Male
Approve,12/09/2012,0.25,Male
Disapprove,12/09/2012,0.64,Male
Don't know,12/09/2012,0.11,Male
Approve,19/09/2012,0.27,Male
Disapprove,19/09/2012,0.61,Male
Don't know,19/09/2012,0.12,Male
Approve,26/09/2012,0.26,Male
Disapprove,26/09/2012,0.62,Male
Don't know,26/09/2012,0.12,Male
Approve,03/10/2012,0.28,Male
Disapprove,03/10/2012,0.61,Male
Don't know,03/10/2012,0.1,Male
Approve,10/10/2012,0.29,Male
Disapprove,10/10/2012,0.61,Male
Don't know,10/10/2012,0.1,Male
Approve,17/10/2012,0.28,Male
Disapprove,17/10/2012,0.6,Male
Don't know,17/10/2012,0.12,Male
Approve,24/10/2012,0.28,Male
Disapprove,24/10/2012,0.6,Male
Don't know,24/10/2012,0.12,Male
Approve,31/10/2012,0.29,Male
Disapprove,31/10/2012,0.59,Male
Don't know,31/10/2012,0.12,Male
Approve,06/11/2012,0.29,Male
Disapprove,06/11/2012,0.59,Male
Don't know,06/11/2012,0.12,Male
Approve,14/11/2012,0.29,Male
Disapprove,14/11/2012,0.58,Male
Don't know,14/11/2012,0.12,Male
Approve,21/11/2012,0.29,Male
Disapprove,21/11/2012,0.61,Male
Don't know,21/11/2012,0.11,Male
Approve,28/11/2012,0.29,Male
Disapprove,28/11/2012,0.59,Male
Don't know,28/11/2012,0.12,Male
Approve,05/12/2012,0.29,Male
Disapprove,05/12/2012,0.59,Male
Don't know,05/12/2012,0.11,Male
Approve,12/12/2012,0.3,Male
Disapprove,12/12/2012,0.6,Male
Don't know,12/12/2012,0.1,Male
Approve,19/12/2012,0.28,Male
Disapprove,19/12/2012,0.62,Male
Don't know,19/12/2012,0.1,Male
Approve,21/12/2012,0.3,Male
Disapprove,21/12/2012,0.58,Male
Don't know,21/12/2012,0.12,Male
Approve,02/01/2013,0.28,Male
Disapprove,02/01/2013,0.61,Male
Don't know,02/01/2013,0.11,Male
Approve,09/01/2013,0.29,Male
Disapprove,09/01/2013,0.59,Male
Don't know,09/01/2013,0.12,Male
Approve,15/01/2013,0.29,Male
Disapprove,15/01/2013,0.6,Male
Don't know,15/01/2013,0.1,Male
Approve,23/01/2013,0.3,Male
Disapprove,23/01/2013,0.58,Male
Don't know,23/01/2013,0.12,Male
Approve,30/01/2013,0.31,Male
Disapprove,30/01/2013,0.57,Male
Don't know,30/01/2013,0.12,Male
Approve,06/02/2013,0.3,Male
Disapprove,06/02/2013,0.6,Male
Don't know,06/02/2013,0.11,Male
Approve,12/02/2013,0.3,Male
Disapprove,12/02/2013,0.59,Male
Don't know,12/02/2013,0.11,Male
Approve,20/02/2013,0.29,Male
Disapprove,20/02/2013,0.6,Male
Don't know,20/02/2013,0.12,Male
Approve,27/02/2013,0.27,Male
Disapprove,27/02/2013,0.6,Male
Don't know,27/02/2013,0.12,Male
Approve,06/03/2013,0.28,Male
Disapprove,06/03/2013,0.6,Male
Don't know,06/03/2013,0.12,Male
Approve,12/03/2013,0.28,Male
Disapprove,12/03/2013,0.61,Male
Don't know,12/03/2013,0.11,Male
Approve,20/03/2013,0.26,Male
Disapprove,20/03/2013,0.62,Male
Don't know,20/03/2013,0.12,Male
Approve,27/03/2013,0.27,Male
Disapprove,27/03/2013,0.6,Male
Don't know,27/03/2013,0.13,Male
Approve,03/04/2013,0.29,Male
Disapprove,03/04/2013,0.58,Male
Don't know,03/04/2013,0.13,Male
Approve,09/04/2013,0.29,Male
Disapprove,09/04/2013,0.6,Male
Don't know,09/04/2013,0.11,Male
Approve,16/04/2013,0.29,Male
Disapprove,16/04/2013,0.6,Male
Don't know,16/04/2013,0.11,Male
Approve,24/04/2013,0.3,Male
Disapprove,24/04/2013,0.57,Male
Don't know,24/04/2013,0.12,Male
Approve,30/04/2013,0.3,Male
Disapprove,30/04/2013,0.59,Male
Don't know,30/04/2013,0.11,Male
Approve,08/05/2013,0.28,Male
Disapprove,08/05/2013,0.61,Male
Don't know,08/05/2013,0.11,Male
Approve,15/05/2013,0.27,Male
Disapprove,15/05/2013,0.6,Male
Don't know,15/05/2013,0.12,Male
Approve,22/05/2013,0.26,Male
Disapprove,22/05/2013,0.62,Male
Don't know,22/05/2013,0.12,Male
Approve,29/05/2013,0.29,Male
Disapprove,29/05/2013,0.61,Male
